"name","title","author","year","abstract","cite","type","studies","url","doi","study"
11601,"SOEP-IS 2017 – BIOBIRTH: Birth Biography of Female and Male Respondents","SOEP-IS Group",2019,,"SOEP-IS Group. 2019: SOEP-IS 2017 – BIOBIRTH: Birth Biography of Female and Male Respondents. SOEP Survey Papers 718: Series D - Variable Description and Coding. Berlin: DIW Berlin / SOEP","35 Other DIW Publication","soep.is.2017","http://www.diw.de/documents/publikationen/73/diw_01.c.624369.de/diw_ssp0718.pdf",,"soep-is"
11602,"SOEP-IS 2017 – BIOPAREN: Biography Information on the Parents","SOEP-IS Group",2019,,"SOEP-IS Group. 2019: SOEP-IS 2017 – BIOPAREN: Biography Information on the Parents. SOEP Survey Papers 719: Series D - Variable Description and Coding. Berlin: DIW Berlin / SOEP","35 Other DIW Publication","soep.is.2017","http://www.diw.de/documents/publikationen/73/diw_01.c.624423.de/diw_ssp0719.pdf",,"soep-is"
11603,"SOEP-IS 2017 – COGNIT: Cognitive Achievement Potentials","SOEP-IS Group",2019,,"SOEP-IS Group. 2019: SOEP-IS 2017 – COGNIT: Cognitive Achievement Potentials. SOEP Survey Papers 720: Series D - Variable Description and Coding. Berlin: DIW Berlin / SOEP","35 Other DIW Publication","soep.is.2017","http://www.diw.de/documents/publikationen/73/diw_01.c.624427.de/diw_ssp0720.pdf",,"soep-is"
11604,"SOEP-IS 2017– H: Variables from the Household Question Module","SOEP-IS Group",2019,,"SOEP-IS Group. 2019: SOEP-IS 2017– H: Variables from the Household Question Module. SOEP Survey Papers 721: Series D - Variable Description and Coding. Berlin: DIW Berlin / SOEP","35 Other DIW Publication","soep.is.2017","http://www.diw.de/documents/publikationen/73/diw_01.c.624429.de/diw_ssp0721.pdf",,"soep-is"
11605,"SOEP-IS 2017– HBRUTTO: Household-Related Gross File","SOEP-IS Group",2019,,"SOEP-IS Group. 2019: SOEP-IS 2017– HBRUTTO: Household-Related Gross File. SOEP Survey Papers 722: Series D - Variable Description and Coding. Berlin: DIW Berlin / SOEP","35 Other DIW Publication","soep.is.2017","http://www.diw.de/documents/publikationen/73/diw_01.c.624431.de/diw_ssp0722.pdf",,"soep-is"
11606,"SOEP-IS 2017– HGEN: Household-Related Status and Generated Variables","SOEP-IS Group",2019,,"SOEP-IS Group. 2019: SOEP-IS 2017– HGEN: Household-Related Status and Generated Variables. SOEP Survey Papers 723: Series D - Variable Description and Coding. Berlin: DIW Berlin / SOEP","35 Other DIW Publication","soep.is.2017","http://www.diw.de/documents/publikationen/73/diw_01.c.624433.de/diw_ssp0723.pdf",,"soep-is"
11607,"SOEP-IS 2017– HHRF: Weights for Households","SOEP-IS Group",2019,,"SOEP-IS Group. 2019: SOEP-IS 2017– HHRF: Weights for Households. SOEP Survey Papers 724: Series D - Variable Description and Coding. Berlin: DIW Berlin / SOEP","35 Other DIW Publication","soep.is.2017","http://www.diw.de/documents/publikationen/73/diw_01.c.624435.de/diw_ssp0724.pdf",,"soep-is"
11608,"SOEP-IS 2017—IBIP_PARENT: Variables from Bonn Intervention Panel (Parents)","SOEP-IS Group",2019,,"SOEP-IS Group. 2019: SOEP-IS 2017—IBIP_PARENT: Variables from Bonn Intervention Panel (Parents). SOEP Survey Papers 725: Series D - Variable Description and Coding. Berlin: DIW Berlin / SOEP","35 Other DIW Publication","soep.is.2017","http://www.diw.de/documents/publikationen/73/diw_01.c.624437.de/diw_ssp0725.pdf",,"soep-is"
11609,"SOEP-IS 2017 – IBIP_PUPIL: Variables from Bonn Intervention Panel (Children)","SOEP-IS Group",2019,,"SOEP-IS Group. 2019: SOEP-IS 2017 – IBIP_PUPIL: Variables from Bonn Intervention Panel (Children). SOEP Survey Papers 726: Series D - Variable Description and Coding. Berlin: DIW Berlin / SOEP","35 Other DIW Publication","soep.is.2017","http://www.diw.de/documents/publikationen/73/diw_01.c.624449.de/diw_ssp0726.pdf",,"soep-is"
11610,"SOEP-IS 2017 – IDRM: Person-Related Data from Innovative DRM Module","SOEP-IS Group",2019,,"SOEP-IS Group. 2019: SOEP-IS 2017 – IDRM: Person-Related Data from Innovative DRM Module. SOEP Survey Papers 727: Series D - Variable Description and Coding. Berlin: DIW Berlin / SOEP","35 Other DIW Publication","soep.is.2017","http://www.diw.de/documents/publikationen/73/diw_01.c.624451.de/diw_ssp0727.pdf",,"soep-is"
11611,"SOEP-IS 2017 – IDRM_ESM: Person-Related DRM Data from Innovative ESM Module","SOEP-IS Group",2019,,"SOEP-IS Group. 2019: SOEP-IS 2017 – IDRM_ESM: Person-Related DRM Data from Innovative ESM Module. SOEP Survey Papers 728: Series D - Variable Description and Coding. Berlin: DIW Berlin / SOEP","35 Other DIW Publication","soep.is.2017","http://www.diw.de/documents/publikationen/73/diw_01.c.624453.de/diw_ssp0728.pdf",,"soep-is"
11612,"SOEP-IS 2017 – IESM: Person-Related ESM Data from Innovative ESM Module","SOEP-IS Group",2019,,"SOEP-IS Group. 2019: SOEP-IS 2017 – IESM: Person-Related ESM Data from Innovative ESM Module. SOEP Survey Papers 729: Series D - Variable Description and Coding. Berlin: DIW Berlin / SOEP","35 Other DIW Publication","soep.is.2017","http://www.diw.de/documents/publikationen/73/diw_01.c.624455.de/diw_ssp0729.pdf",,"soep-is"
11613,"SOEP-IS 2017 – ILANGUAGE: Variables from Innovative Language Modules","SOEP-IS Group",2019,,"SOEP-IS Group. 2019: SOEP-IS 2017 – ILANGUAGE: Variables from Innovative Language Modules. SOEP Survey Papers 730: Series D - Variable Description and Coding. Berlin: DIW Berlin / SOEP","35 Other DIW Publication","soep.is.2017","http://www.diw.de/documents/publikationen/73/diw_01.c.624457.de/diw_ssp0730.pdf",,"soep-is"
11614,"SOEP-IS 2017 – ILOTTERY: Variables from an Innovative Lottery Experiment in 2016","SOEP-IS Group",2019,,"SOEP-IS Group. 2019: SOEP-IS 2017 – ILOTTERY: Variables from an Innovative Lottery Experiment in 2016. SOEP Survey Papers 731: Series D - Variable Description and Coding. Berlin: DIW Berlin / SOEP","35 Other DIW Publication","soep.is.2017","http://www.diw.de/documents/publikationen/73/diw_01.c.624459.de/diw_ssp0731.pdf",,"soep-is"
11615,"SOEP-IS 2017 – INNO: Variables from the Innovation Modules","SOEP-IS Group",2019,,"SOEP-IS Group. 2019: SOEP-IS 2017 – INNO: Variables from the Innovation Modules. SOEP Survey Papers 732: Series D - Variable Description and Coding. Berlin: DIW Berlin / SOEP","35 Other DIW Publication","soep.is.2017","http://www.diw.de/documents/publikationen/73/diw_01.c.624463.de/diw_ssp0732.pdf",,"soep-is"
11616,"SOEP-IS 2017 – INNO_H: Household-Variables from the Innovation Modules","SOEP-IS Group",2019,,"SOEP-IS Group. 2019: SOEP-IS 2017 – INNO_H: Household-Variables from the Innovation Modules. SOEP Survey Papers 733: Series D - Variable Description and Coding. Berlin: DIW Berlin / SOEP","35 Other DIW Publication","soep.is.2017","http://www.diw.de/documents/publikationen/73/diw_01.c.625461.de/diw_ssp0733.pdf",,"soep-is"
11617,"SOEP-IS 2017 – INTV: Variables About the interviewers","SOEP-IS Group",2019,,"SOEP-IS Group. 2019: SOEP-IS 2017 – INTV: Variables About the interviewers. SOEP Survey Papers 734: Series D - Variable Description and Coding. Berlin: DIW Berlin / SOEP","35 Other DIW Publication","soep.is.2017","http://www.diw.de/documents/publikationen/73/diw_01.c.625463.de/diw_ssp0734.pdf",,"soep-is"
11618,"SOEP-IS 2017 – IRISK: Decision from Description vs. Decision from Experience","SOEP-IS Group",2019,,"SOEP-IS Group. 2019: SOEP-IS 2017 – IRISK: Decision from Description vs. Decision from Experience. SOEP Survey Papers 735: Series D - Variable Description and Coding. Berlin: DIW Berlin / SOEP","35 Other DIW Publication","soep.is.2017","http://www.diw.de/documents/publikationen/73/diw_01.c.625465.de/diw_ssp0735.pdf",,"soep-is"
11619,"SOEP-IS 2017 – KID: Pooled Dataset on Children","SOEP-IS Group",2019,,"SOEP-IS Group. 2019: SOEP-IS 2017 – KID: Pooled Dataset on Children. SOEP Survey Papers 736: Series D - Variable Description and Coding. Berlin: DIW Berlin / SOEP","35 Other DIW Publication","soep.is.2017","http://www.diw.de/documents/publikationen/73/diw_01.c.625467.de/diw_ssp0736.pdf",,"soep-is"
11620,"SOEP-IS 2017 – P: Variables from the Individual Question Module","SOEP-IS Group",2019,,"SOEP-IS Group. 2019: SOEP-IS 2017 – P: Variables from the Individual Question Module. SOEP Survey Papers 737: Series D - Variable Description and Coding. Berlin: DIW Berlin / SOEP","35 Other DIW Publication","soep.is.2017","http://www.diw.de/documents/publikationen/73/diw_01.c.625476.de/diw_ssp0737.pdf",,"soep-is"
11621,"SOEP-IS 2017 – PBRUTTO: Person-Related Gross File","SOEP-IS Group",2019,,"SOEP-IS Group. 2019: SOEP-IS 2017 – PBRUTTO: Person-Related Gross File. SOEP Survey Papers 738: Series D - Variable Description and Coding. Berlin: DIW Berlin / SOEP","35 Other DIW Publication","soep.is.2017","http://www.diw.de/documents/publikationen/73/diw_01.c.625478.de/diw_ssp0738.pdf",,"soep-is"
11622,"SOEP-IS 2017 – PGEN: Person-Related Status and Generated Variables","SOEP-IS Group",2019,,"SOEP-IS Group. 2019: SOEP-IS 2017 – PGEN: Person-Related Status and Generated Variables. SOEP Survey Papers 739: Series D - Variable Description and Coding. Berlin: DIW Berlin / SOEP","35 Other DIW Publication","soep.is.2017","http://www.diw.de/documents/publikationen/73/diw_01.c.625480.de/diw_ssp0739.pdf",,"soep-is"
11623,"SOEP-IS 2017 – PHRF: Weights for Persons","SOEP-IS Group",2019,,"SOEP-IS Group. 2019: SOEP-IS 2017 – PHRF: Weights for Persons. SOEP Survey Papers 740: Series D - Variable Description and Coding. Berlin: DIW Berlin / SOEP","35 Other DIW Publication","soep.is.2017","http://www.diw.de/documents/publikationen/73/diw_01.c.625607.de/diw_ssp0740.pdf",,"soep-is"
11624,"SOEP-IS 2017 – PPFAD: Person-Related Meta-Dataset","SOEP-IS Group",2019,,"SOEP-IS Group. 2019: SOEP-IS 2017 – PPFAD: Person-Related Meta-Dataset. SOEP Survey Papers 741: Series D - Variable Description and Coding. Berlin: DIW Berlin / SOEP","35 Other DIW Publication","soep.is.2017","http://www.diw.de/documents/publikationen/73/diw_01.c.625609.de/diw_ssp0741.pdf",,"soep-is"
5495,"SOEP-IS 2014 – Fragebogen für die SOEP-Innovations-Stichprobe","SOEP-IS Group",2016,,"SOEP-IS Group. 2016: SOEP-IS 2014 – Fragebogen für die SOEP-Innovations-Stichprobe. SOEP Survey Papers 331 : Series A - Survey Instruments (Erhebungsinstrumente). Berlin: DIW Berlin","35 Other DIW Publication","soep.is","http://hdl.handle.net/10419/142782",,"soep-is"
7360,"SOEP Innovation Sample (SOEP-IS) — Description, Structure and Documentation","David Richter, Jürgen Schupp",2012,"The SOEP Group currently is preparing in addition to increasing the size of the core SOEP, to establish a new Innovation Sample (SOEP-IS). This will be established for the period 2012 to 2017 (with a cumulative number of presumably N=5,000 households). Now, in the year 2012, a new subsample is being added for SOEP IS that will also replace the previous SOEP pretest sample. Starting with the 2013 survey, the SOEP will determine the contents of SOEP IS through a competitive refereed application process for the “best” research questions and their operationalizations, and will distribute the SOEP-IS data as part of its regular data releases.","David Richter, Jürgen Schupp. 2012: SOEP Innovation Sample (SOEP-IS) — Description, Structure and Documentation. SOEPpapers 463. Berlin: DIW Berlin","32 SOEPpaper","soep.is","http://www.diw.de/documents/publikationen/73/diw_01.c.407141.de/diw_sp0463.pdf",,"soep-is"
7754,"Internalized Gender Stereotypes Vary Across Socioeconomic Indicators","Julia Dietrich, Konrad Schnabel, Tuulia Ortner, Alice Eagly, Rocio Garcia-Retamero, Lea Kröger, Elke Holst",2013,"In the following we aim to approach the question of why, in most domains of professional and economic life, women are more vulnerable than men to becoming targets of prejudice and discrimination by proposing that one important cause of this inequality is the presence of gender stereotypes in many domains of society. We describe two approaches employed to measure gender stereotypes: An explicit questionnaire based on rating scales and a newly developed Implicit Association Test assessing gender stereotypes representing instrumentality (i.e., agency) and expressivity (i.e., communion). We first present information on psychometric properties of each stereotype measure designed for this purpose. We then present preliminary data based on the SOEP Innovation Sample 2011 indicating differences in explicit stereotypes with reference to occupational position and income. Implicit stereotypic associations concerning expressivity increased with respondents’ age and stereotypic associations concerning instrumentality increased with household income, particularly among male participants. Finally, stereotypic associations were related simultaneously to occupational position and participants’ gender, such that differences between male and female participants were found in lower occupational positions for the Expressivity IAT and in higher occupational positions for the Instrumentality IAT. This finding indicates that individually held gender stereotypes are related to socioeconomic and social variables.","Julia Dietrich, Konrad Schnabel, Tuulia Ortner, Alice Eagly, Rocio Garcia-Retamero, Lea Kröger, Elke Holst. 2013: Internalized Gender Stereotypes Vary Across Socioeconomic Indicators. SOEPpapers 558. Berlin: DIW Berlin","32 SOEPpaper","SOEP-IS","http://www.diw.de/documents/publikationen/73/diw_01.c.421920.de/diw_sp0558.pdf",,"soep-is"
8414,"SOEP-IS 2012 – KID: Pooled Dataset on Children","SOEP-IS Group",2014,,"SOEP-IS Group. 2014: SOEP-IS 2012 – KID: Pooled Dataset on Children. SOEP Survey Papers 203: Series D. Berlin: DIW/SOEP","35 Other DIW Publication","soep.is","http://hdl.handle.net/10419/97282",,"soep-is"
8452,"The standard portfolio choice problem in Germany","Steffen Huck, Tobias Schmidt, Georg Weizsäcker",2014,"We study behavior in an investment experiment conducted with a representative sample of German households (SOEP-IS). Respondents allocate a fixed budget between a safe asset and a risky asset whose returns are tied to the German stock market and earn monetary returns based on their decisions. Experimental investment choices correlate with beliefs about stock market returns and exhibit desirable external validity: They are a strong predictor for reallife stock market participation. The experimental set-up allows exogenous modification of the risky asset’s return but investments are inelastic except for financially savvy subsamples. A laboratory experiment accompanies the data collection and yields similar results.","Steffen Huck, Tobias Schmidt, Georg Weizsäcker. 2014: The standard portfolio choice problem in Germany. SOEPpapers 650. Berlin: DIW Berlin","32 SOEPpaper","SOEP-IS","http://www.diw.de/documents/publikationen/73/diw_01.c.466508.de/diw_sp0650.pdf",,"soep-is"
8799,"Control Strivings in the Socio-Economic Panel (SOEP)","Ina Schöllgen, Denis Gerstorf, Jutta Heckhausen",2014,"The Motivational Theory of Life-Span Development (MTD) identifies motivational and self-regulatory strategies that people use to meet the challenges they face throughout life. The theory distinguishes control strivings related to goal engagement from those related to goal disengagement and goal reengagement. In the Innovation Sample of the Socio-Economic Panel (SOEP-IS), these control strivings were surveyed using 12-item scales for key domains of life: work, family, and health. In this report, we first present key concepts and principles of MTD and a brief overview of research using the theory. This provides the backdrop for our discussion of the relevance of control strivings for major thematic areas covered in the SOEP and for the proposed domain-specific assessment of control strivings. Second, we examine the reliability and factor structure of the scales, using data from the SOEP Innovation Sample collected in 2012. In a third and final step, we sketch possible projects that make use of the rich SOEP data so as to examine pivotal questions revolving around the nature of control strivings (changes) across adulthood and old age as well as their antecedents, correlates, and consequences. In line with predictions based on MTD, results revealed mostly moderate to high inter-item correlations for selective primary control, selective secondary control, and compensatory primary control, with all items loading on a single goal engagement factor. Our results further show that disengagement, self-protection and re-engagement are interrelated, but distinguishable strategies for dealing with unattainable goals.","Ina Schöllgen, Denis Gerstorf, Jutta Heckhausen. 2014: Control Strivings in the Socio-Economic Panel (SOEP). SOEPpapers 727. Berlin: DIW Berlin","32 SOEPpaper","SOEP, SOEP-IS , SOEP-Core","http://www.diw.de/documents/publikationen/73/diw_01.c.495057.de/diw_sp0727.pdf",,"soep-is"
8846,"Life Satisfaction and Job-Seeking Behavior of the Unemployed: The Effect of Individual Differences in Justice Sensitivity","Olga Stavrova, Thomas Schlösser, Anna Baumert",2014,"This study examines the effect of justice sensitivity on the life satisfaction and job-seeking behavior of unemployed individuals and considers the likelihood of experiencing long-term unemployment. We focus on two facets of dispositional justice sensitivity that reflect individual differences in perception and reactions to perpetrating injustice against others (perpetrator sensitivity) or suffering from the injustice of others as an innocent victim (victim sensitivity). We hypothesised that the negative effect of unemployment on life satisfaction is stronger among individuals with higher levels of victim sensitivity and perpetrator sensitivity. The former are more likely to perceive themselves as victims of an unjust situation, such as fate or the employer's decisions, whereas the latter are more likely to perceive themselves as perpetrators against the rules of social justice. Using survey data from approximately 400 participants, we found that unemployed individuals were less satisfied with life than employed individuals and that this relationship was stronger for perpetrator-sensitive individuals. Unemployed perpetrator-sensitive individuals were more likely to engage in active job-seeking behavior and faced a lower likelihood of long-term unemployment. The results are discussed in terms of the importance of justice-related personality aspects of unemployed individuals for their well-being and labor market outcomes.","Olga Stavrova, Thomas Schlösser, Anna Baumert. 2014: Life Satisfaction and Job-Seeking Behavior of the Unemployed: The Effect of Individual Differences in Justice Sensitivity. Applied Psychology 63 (4), 643-670","02 SSCI Journal","SOEP-IS",,"10.1111/apps.12009","soep-is"
8991,"Sustainable consumption in capability perspective: Operationalization and empirical illustration","Ortrud Leßmann, Torsten Masson",2015,"The present research combines the capability approach (CA) with the theory of planned behavior (TPB) to investigate the effects of social norms and personal autonomy on sustainable consumption behavior. The approaches bear some similarities, but differ in that the CA attaches more importance to autonomy and highlights the indirect effects of social influence. In contrast to TPB, the CA suggests indirect norm effects (on behavior) by shaping attitudes and the perception of freedom of choice. Furthermore, the CA hints at the motivational power of personal autonomy for behavioral choices. We develop a combined model to test our assumptions for two sustainable consumption behaviors (i.e., purchase of organic food and mobility behavior). Testing the combined model based on cross-sectional data of the German socio-economic panel (GSOEP-IS) confirms the significance of the CA for sustainable consumption. The policy implications of the findings are enhancing people's opportunities for sustainable consumption in order to strengthen sustainable behavior.","Ortrud Leßmann, Torsten Masson. 2015: Sustainable consumption in capability perspective: Operationalization and empirical illustration. Journal of Behavioral and Experimental Economics 57 (August 2015), 64-72","02 SSCI Journal","SOEP-IS",,"10.1016/j.socec.2015.04.001","soep-is"
9368,"The Validity of the Day Reconstruction Method in the German Socio-economic Panel Study","Ivana Anusic, Richard E. Lucas, M. Brent Donnellan",2017,"The Day Reconstruction Method (DRM) is a useful tool for evaluating short-term changes in emotional experiences over a variety of daily situations. However, traditional method of collecting DRM data can be time-intensive for both researchers and participants. In this paper we provide evidence that a random-sampling approach to DRM assessment can provide useful data that are largely consistent with previous research that used the full version of the DRM. In a nationally representative sample of 2303 people, we demonstrate that (1) there is variability in emotional ratings of episodes that replicates what has been found in prior studies, (2) correlations with global measures are typically small in magnitude (<0.30), (3) correlations with personality are for the most part negligible, (4) correlations with global ratings of domain satisfaction are higher for domain-relevant situations, and (5) parents report more positive affect while providing care for their children when compared to other activities, and this effect can account for the observed differences in emotional experiences of parents and non-parents.","Ivana Anusic, Richard E. Lucas, M. Brent Donnellan. 2017: The Validity of the Day Reconstruction Method in the German Socio-economic Panel Study. Social Indicators Research 130 (1), 213-232","02 SSCI Journal","SOEP-IS",,"10.1007/s11205-015-1172-6","soep-is"
9341,"Entering adulthood in a recession tempers later narcissism – But only in men","Marius Leckelt, Mitja D. Back, Joshua D. Foster, Roos Hutteman, Garrett Jaeger, Jessica McCain, Jean M. Twenge, W. Keith Campbell",2016,"In a recent study, Bianchi (2014) showed that macroeconomic conditions (i.e. average unemployment rate) during the years of emerging adulthood (ages 18–25) are inversely related to adult narcissism. Fletcher (2015) called into question the robustness of the results and Grijalva et al. (2015) presented meta-analytic support for real gender differences in narcissism. Here we report combined results from five studies (N = 11,394) showing that the average unemployment rate during emerging adulthood indeed tempers later narcissism – but only in men.","Marius Leckelt, Mitja D. Back, Joshua D. Foster, Roos Hutteman, Garrett Jaeger, Jessica McCain, Jean M. Twenge, W. Keith Campbell. 2016: Entering adulthood in a recession tempers later narcissism – But only in men. Journal of Research in Personality 60 ((February 2016)), 8-11","02 SSCI Journal","SOEP-IS","https://www.diw.de/documents/publikationen/73/diw_01.c.550212.de/diw_sp0886.pdf","10.1016/j.jrp.2015.10.006","soep-is"
9637,"The effect of face-to-face interviewing on personality measurement","Luisa Hilgert, Martin Kroh, David Richter",2016,"In recent years, an increasing number of nationally representative surveys in the social sciences and economics have implemented the Big Five model of personality. While many personality inventories were originally developed in the context of self-administered questionnaires, they are often used by large surveys in face-to-face interview settings instead. Drawing on an experimental research design, we studied the effect of this switch in the method of data collection on measurement invariance as well as measurement error and interviewer effects in the Innovation Sample of the German Socio-Economic Panel (SOEP-IS). Although in some cases we found slightly stronger associations between interviewer and respondent personality in face-to-face settings, the results generally suggested strict measurement invariance–and therefore full comparability–across methods of data collection.","Luisa Hilgert, Martin Kroh, David Richter. 2016: The effect of face-to-face interviewing on personality measurement. Journal of Research in Personality 63 (August 2016), 133-136","02 SSCI Journal","SOEP-IS",,"10.1016/j.jrp.2016.05.006","soep-is"
9644,"Income Reliably Predicts Daily Sadness, but Not Happiness: A Replication and Extension of Kushlev, Dunn, and Lucas (2015)","Nathan W. Hudson, Richard E. Lucas, M. Brent Donnellan, Kostadin Kushlev",2016,"Kushlev, Dunn, and Lucas (2015) found that income predicts less daily sadness—but not greater happiness—among Americans. The present study used longitudinal data from an approximately representative German sample to replicate and extend these findings. Our results largely replicated Kushlev et al.’s results: Income predicted less daily sadness (albeit with a smaller effect size) but was unrelated to happiness. Moreover, the association between income and sadness could not be explained by demographics, stress, or daily time use. Extending Kushlev et al.’s findings, new analyses indicated that only between-persons variance in income (but not within-persons variance) predicted daily sadness—perhaps because there was relatively little within-persons variance in income. Finally, income predicted less daily sadness and worry, but not less anger or frustration—potentially suggesting that income predicts less “internalizing” but not less “externalizing” negative emotions. Together, our study and Kushlev et al.’s study provide evidence that income robustly predicts select daily negative emotions—but not positive ones.","Nathan W. Hudson, Richard E. Lucas, M. Brent Donnellan, Kostadin Kushlev. 2016: Income Reliably Predicts Daily Sadness, but Not Happiness: A Replication and Extension of Kushlev, Dunn, and Lucas (2015). Social Psychological and Personality Science 7 (8), 828-836","02 SSCI Journal","SOEP-IS",,"10.1177/1948550616657599","soep-is"
